text,label
2 days down and 1 to go! Monday the best gets better!! @user,1
"""Kill them with success and bury them with a smile"" #AnyaxDisneyCRP @ Disney's All Star Movie…",4
"Life is good Enjoy it while you can @ ST.Albans, Queens, Newyork",0
"Love establishing new traditions and embracing old ones ️wearing slippers all day, playing…",0
The things I do at work. #Repost @user (get_repost)・・・#Westside with it!! Come…,1
Listen to my sister @user song 'Ocean' ft. kanine_the_don produced by me!…,2
"So...time to practice more of this #idgaf @ Sawtelle, Los Angeles",4
A day at balance_salon_atlanta with @user only ️ cj_nicotera #sp @user @user,3
Lol. I don't know this guy. @ Bonelli Park Swim Beach,1
Chimineas are perfect for cold weather packaged in a small enough box to fit under the…,3
"MCM goes to the other half of my heart ️ @ Horry, South Carolina",0
I love New Orleans almost as much as I love this guy @ New…,0
"Don't mind me, just guffawing at my own joke. Huge thanks to @user for hosting such a…",1
"So grateful for the love, the friendships, the support, the possibilities and the ""I AM""…",0
I would like to hear from you!!! What type of after Christmas sale would you like to see at…,1
"H A R VA R D square @ Cambridge, Massachusetts",3
"I Need yall’s help!! I am SO close to finally be hitting PINK status, which means ‘Exemplary’…",1
"Out here gang fire tm squuuuuuuad. @ Santa Ana, California",3
"""Hair nappy but I'm happy...."" #FinishThatLine @ Downtown Los Angeles",1
#repost from @user Preshoot look yesterday with eva__hunter and @user (both…,3
It’s too early for this torture! @ Life Time Fitness - Collierville,1
Happy Birthday Kim!! ️ ️ #girlsnight #bara #friends #happybirthday @ Bar Anticipation,0
Chef @ City of Stilwell,0
My bro killin it with the tunes #wowdj_zeem WILL BE ONE OF THE DJS THIS FRIDAY AT…,3
"Date night! Love this man! #summer #beautiful #datenight #hubbywife #datenight @ Wayzata,…",0
Brought my blueberry slapjacks and waffle iron on the trip #foodieproblems #slapjacks…,0
The things you see when you work on a Saturday.... #comptime…,1
Happy Birthday to my fav boy ️ @ Fuji Japan Steakhouse,0
kendrickkkk @ Xcel Energy Center,3
HO HO HO HO!! MERRY CHRISTMAS from all of us at Doo Doo's Bakery ️CHRISTMAS…,0
NEW SINGLE- ITS A SHAME 2K17 FT. @user PROD BY CHICO ONA BEAT MODEL: @user @user,3
Yesterday was okay I guess @ Disney's Fort Wilderness Resort &amp; Campground,1
R E P O S T // FAIRYTALE Jen &amp; Barry on their day!! Congratulations you two!! #weddinghair…,0
"Video for my new song ""Taxidermy"" is on facebook now @user link in my bioPhoto by the…",3
Music too loud @ Globe Life Park in Arlington,0
HOW TO STAY MOTIVATED TAKE IT one day at a time SURROUND yourself with positivity MAKE…,1
"""When my kids are happy, I'm happy"" ~Kris Jenner~ #hunterseizestheday @user #bestofbeauty…",2
#RealFriends = #Priceless ️ @user kjaka I love you both more than words can say.…,2
We've even got #thebeat pencil fights here at Walk On's!! 1400 Pantheon Way we're having a good…,1
"Two years later, still #frolickingwiththefishes #happyanniversary #montereybae @ Monterey Bay…",0
Stay strong Vegas. Our team is praying for everyone affected by this tragedy. ️ ️ #vegasstrong…,0
"I'm excited for atlphabet's next meeting this upcoming Sunday, at 11am If you're in Atlanta…",4
Had such a fun week with these two! Come back and visit us soon raonifc @ Cecconi's West…,0
VIDEO DROPPING TODAY YOU GUYS DONT MISS OUT ITS GONNA BE DOPE! soundboxtx @user,1
I Rock 'n' Roll... @user #PieceOfMe #LasVegas en Britney Spears: Piece of Me,3
this place en Epcot - Walt Disney World,0
Story of my life,2
Holly jolly ️ @ East Windsor,0
Stealing a kiss! Photo by @user @ Hotel Northampton,3
With bassist 2002-2007 and guitarist 2002-2013 Thanks Lee and Paga for the time and…,3
Uber ain't fun until the white boys get involved! LMAO @ Malibu…,3
@ Four Points by Sheraton Houston Hobby Airport,0
Fajita Night starts at 6! Come get your sizzle on ...#mcgrathstavern #fajitanight #fajitas…,1
"Never made it to the top.But check out those calves!Haha. Went exploring yesterday, around…",1
Check us out we're open till 10 pm #Shopping #WeAreOpen SwagCity at 105 3rd St #Pembroke #Nc…,3
Christmas Eve Eve dinner loved having a relaxing first day off of…,0
Dinner with a beautiful view @ The Dead Fish,0
My Russel Sprouts! ️ #dvcfam #dvcculinary #disneyland @ Disneyland,0
Nigga be like hell yea fuck it regranned from reedobrown - GHOST HEAD w/…,1
This is what happens when the Endless and Intuition necklaces come together #sohot #fall17…,1
"Colorado still amazes me, especially with this kind sunset. #Colorado #BeautifulDay #Sunsets…",0
I love my handsome date ️ @ University of Oklahoma Pi Beta Phi,0
"Pic w the bday girl!!!! @ Ames, Iowa",3
Girls weekend visiting Madi #mygirls #gostars @ Dominican University,0
#doyfe #risasaseuradasssss Repost…,3
@user Young OG’s @ West 6th,3
So much happiness on December 15th! Thanks so much for all the birthday wishes 22 will be the…,0
"...and a new journey begins. A day well spent. ️ ️ ️ #wisperingcanyon @ Logan, Utah",0
@user and I doing some stunts #jakepaul #bbvacompass #Kickinforhouston @ BBVA Compass…,1
Jamming while taking my niece @user to college. #newmusic #musiclife #musicmatters…,0
"Liar, liar. Pants on @ East Nashville, Tennessee",1
#MorningKickStart #ThrowBack from my #DayOnes Brooklyn's Own @user ft @user,3
The longest horizon crescendo... #bdpercussion bdsnareline #bdworld #sb #soka #systemblue…,3
Good #HumpDay morning everybody..make it a wonderful day,2
️ @ B&amp;A Warehouse,3
"""Let me be great mommy""! @ Pinecrest Bakery Miami Beach",2
"She #tired now #chloeluna @ Chicago, Illinois",1
"George's Place @ Middle Township, New Jersey",0
I hate us (temp) @ Caribana 2017,1
@ Durham Arts Council,3
The streets are lined with PINK!!!! #pinkpinkpink #colorrunangel #colorrun2017…,3
strangers --&gt; sweating buddies --&gt; sisters @ Phi Mu at the…,2
"1 WORD...DONE #WORNOUT @ Bushkill, Pennsylvania",2
"Friday Mood @ Charlotte, North Carolina",0
Why yes I go on vacation and find things with Addy Bean on them #nola #bostonterrier…,2
Today with the gorgeous @user @ Dune Studios,3
These kids #capitol #texasstatecapitol #texas #texasstate #austin #congress @ Texas State Capitol,0
Make sure you’re looking great for the new year ️ @ Volume III Salon,0
"First time golfing! #topgolf counts, right? I'm no good, but it's a fun challenge. Thanks…",1
@ Lafitness,3
"I have no problem with fighting lions, tigers, and bears to be successful! @ The Westin Hilton…",1
Mental breaks are sooo necessary. Back at it on this beautiful Tuesday morning!!! @ Downtown…,1
And the Madness continues tonight... Meet me there! @ Impact Church,0
My luv @ The Observatory Orange County,4
"soybeans for days, edamame #illinois #farm #soybeans @ Grand Chain, Illinois",0
"NEW REALITY SHOW or Nahh??? ................RepostBy @user ""BET Hip Hop Awards: Miami…",3
A very special gathering at the Toll House Inn with Brittany ️Dennis ! Gorgeous venue and…,0
️ @ Carleen Bright Arboretum,0
Video project “STREET STAR” for @user Directed by #Maximilianrivera and…,3
"throwback to all my texas ladies visiting last month! miss y'all #petunias @ Los Angeles,…",0
GRANDE @user ️ ️ ️ #concierto #musica #venezolanosenmiami #venezolanosenelmundo…,3
"My two blonde babes ️ Fate is working it’s magic on me, I got to see all my old dorm crew…",2
Keeping up with the hype. #chicagomarathon2017 #eliterunners #wheninchicago #NotRunningSucks…,3
"It’s all about balance! @ Columbia , South Carolina",0
"Thank you @user for inviting me out to see #Blackviolin! Absolutely Love you, Sis…",2
Proud moment when your son sharing a scripture with kids #prouddad #citylifetampa #citylifeKids…,0
"mickeyfactz God damn son its a body @ Bethlehem, Pennsylvania",0
"Oh deer, I’ve been blessed with the best @ Radford University",2
"No wonder she didn't answer her phone ️ ️ @ Rubidoux, California",1
This is what happens when niggaz smoke Meth ain't that right ashantea#lilgangsta #prince…,1
BROTHERHOOD HUMANITY SOLIDARITY INTEGRITY #AlexProyas alex_proyas was not Just the…,1
D'awww we can be sweet to each other sometimes mikebyers12…,1
"I Look Ridiculous Oh Well,Gotta Post It Anyways. @ Lemmon Valley, Nevada",1
"I've got it made #inhousepatterns #GET20%OFF #handmade #sewing #patternsale @ Victoria, British…",1
Who's your zaddy? @ Your Mom's House,2
-Stay tuned!--#startup #2018 #goals #mindset #millionaire #millionairemindest…,3
Sunday funday @ The Retreat at Tiffany Woods,0
"Ray this...Yance that... @ Pasadena, California",0
tonight tonight tonight tonight @ Shrine World Music Venue,3
"RONNE DEEZ'S #shedidthat #fishfry #fridayjr #donappetite @ Moreno Valley, California",3
But also go neers @ Kidd Brewer Stadium,1
When it's hot AF and your boy feels bigger &amp; stronger than u... #myboyJulian @ Malibu Beach…,3
Accurate! Haha! Spending the morning at #MagicKingdom as if last night wasn’t enough. …,3
"Good morning!!!! The shop is open ""Don't get cut by the rest, Get cut by the BEST"" #barber…",3
"Repping @user while watching my niece play soccer. (at @user College in Gresham, OR)",0
Good Morning Beautiful Ladies of the Diaspora ️ ️ ️ #blackisbeautiful #blackgirlmagic…,0
"Back to the good ole' times | #yourfavoritecouple @ Hampton, Virginia",4
"Almost a full moon, but definitely a full heart. ️ @ Sparrows Lodge",0
Chica doing her best #wightwalker impression #pitbullsofinstagram #petsofinstagram #jray513tv…,0
It was hotter than my mans on saturday #iwasdyingofheat #idranklike6bottleofwater @ Magic…,3
one of my #ongoinggoal(s) in life is to make sure #Bo and Autumn are #comfortable#myboy …,0
Meet Mr. &amp; Mrs. Govan!! #TheGovanWedding @ Word of Faith International Christian Center,0
They are having a ball!!!! #lissashoutouts #lissanjfollowtrain #lissanjfeeds…,1
"&amp; again .. it's never enough ️ (@ Madeo Restaurant in Los Angeles, CA)",3
Acro is hands down the fastest way to make friends Thanks for climbing all over me trying to…,4
"Oh my Beshhiessssss! @ Miami, Florida",2
Picture of me and my sister Marisa @user at The Alamo ️ This was the second tour on…,0
Went and got a second picture with Lex Luthor ! @user is the man! Incredible…,3
"@ Fort Greene, Brooklyn",0
TONIGHT @user &amp; legendarydior123 OF @user PRESENTS #CRUSHWEDNESDAYSTunes…,3
Another good staple rooftop in Chicago @ The J. Parker,3
I’m so in love with this little pup ️ .....#bostonterrier #bostonterrierlove…,2
"WORST SITUATION WATCH THE END .@ashleykfit domzeglaitis Shot by serg.boy @ Los Angeles,…",3
"Happy birthday, Swaroop ""AND SHALINI."" #brothersisterbirthday #happyyouday @ Framingham,…",0
"Tired bodies, knotted hair ties, tipped #sirasanas and all.. we got it? Kinda? world_up_yogi |…",1
@ Hechinger Mall,3
I post one video of me speaking with normal clothes on and I lose 100 IG followers. …,1
"CONGRATS!!!!!!!!! @user on your show #ballerswives, hope to see you in many more lit …",0
I didn't enjoy those #fish #tacos. At. All. I want to try something different but the #grilled…,2
@user has made a blueberry breakfast just for me ️so thoughtful #blueberry #breakfast…,0
"Funday Sunday with Hadley . Nothing fills my ️ like that smile ! jcal1679 @ Bradfield Farms,…",2
Merry merry Christmas to y'all. May God refill our hearts with…,0
happy #creative #photography #shooting #NewYork #love #usa # ️ #instagood #NewYorkFuckingCity…,0
"kisses, messy hair and sticky ice cream fingers. ️ @ Manhattan…",1
@ Black Dot Cultural Center &amp; Bookstore,0
"Produce shopping (at @user in Winston Salem, NC w/ @user @user",3
Strolling with the little one | #saturday #stroll #weekend #love #momlife #babygirl #california…,0
That serious face when you ran a mile but still got HIT training to do for 30 minutes let's…,1
Nothin' but blue skies and a sea of red ️#TFCLive #kingsinthenorth @ BMO Field,3
"Cause everything that don't make sense about me, makes sense when I'm with you ️ @ Grand Ole Opry",1
"Seriously, how sweet is this photo? #bride #flowergirl #halo #flowercrown #bouquet…",0
Fun one on my cousin kimberlinaj for our grandfather! ️ #napavalleytattooco #traditionaltattoo…,0
#howifight @ Cooley Law School Stadium,3
MoMa ️ #vangogh #nuevayork #artemoderno en MoMA The Museum of Modern Art,0
We love this time of the year! What is your favorite season of the year? #christmasparty…,0
Let go Jean...Let Go X-Men Jean Grey as Phoenix #grandrapidscomiccon2017 #grandrapidscomiccon…,1
"Missing this ball of @ Dodge City, Kansas",3
May your Sunday be as bold as your lipstick : ::: :: #instagood #instadaily #instafashion…,1
en Pelham Parkway,3
You're everything to me @ Walmart Holland - S Mccord Rd,1
As you can tell...we're a tad bit excited to see each other …,1
Thanks for not laughing at me when I ordered chicken fingers @ The…,1
@user @user derrikroseofficial @ Top Of The Rock NYC,3
Perfect ale for that Flesh Wound #montypythonandtheholygrail @ Mr.…,2
My current situation... @ McDonald's,1
Another one New Arrivalhttps://t.co/nm7lNENPQm @user,3
HIIT workout -15 jump squats-5 tire flips -2 50 yard sprintsDo 4 rounds but push for…,3
"It's a start @ Rocky Mount, North Carolina",0
Morning walk #lifeisgood #santabarbara #beachlover #vacationmode #chillday #socal @ Santa…,0
Todo me parece bonito @ The San Antonio River Walk,1
Caption this....... #comedy #captionthis #shareforshare #viralatasinstagram @user @user,3
happy birthday to my best friend before time ️ i hope you have the…,0
Shorty iz New York Showcase! @ D'antigua,0
We R having a total #eclipse o/t ️ 4 our jerseys @user will wear 8/21!,1
"Usually my mom is the one behind the camera and behind the surprises. This time, I got her ️So…",1
"Family time down in the Gulf ️ @ Orange Beach, Alabama",0
Happy place #seattle #waterfront #perfect @ Seattle Waterfront,0
Mondays are the best days. Who needs some energy and fuel? Come grab your shake!! Here til 2 @user,1
#eldiablo just try it once...&amp; feel the #sausage #jalapeno #pepperoni &amp; #hotsauce @ Turnpike…,1
Received this pic of Schmoopie trying to get my moms snack last night #noboundaries…,2
@user iPhone 7 cases for $30 @user @ Sloppy Floyd Building,3
This is going to be one great year with some even greater people @user,0
No Warning @ Hardcore Stadium,3
Smile @ Montgomery Inn,2
@user @user @user #la #westhollywood #dtboy #losangeles @ Hollywood,3
So glad I had the chance to meet @user First time seeing them perform and it was…,1
2018 we burnin’ this mother down @ Tin Roof,1
This one I especially love and hold dearly close to my heart @ Rec Room,0
A special #tbt for y'all! How are you guys doing today? #popbands #indie #rappers…,1
"I ️ small airports! (@ Omaha Eppley Airfield in Omaha, NE)",3
Ha! I feel like every beer menu should advertise Bud Light like this @ Firebirds Wood Fired Grill,1
"""Jurassic Park"" we picked the hardest trail out of 4 trails, 2 hours and 45 minutes to hike,…",3
Goooodddd Morning!!!! ️••I said this year for the blog anniversary we are going to have fun…,1
Niklaus was not impressed with the dance moves .. #GucciGang #SnapChat #Yorkie #Dance…,3
"Not letting a little wind &amp; rain damper #usertesting in #NYC @ Times Square, New York City",3
The S2000 &amp; S13 Silvia @ American Sports Centers Avondale,0
"I ️Die Hard 2! It’s a totally underrated, masterfully-produced action extravaganza that stays…",1
Yes it’s gong down Oct 14th Philly is the location!! @user will be in the building…,3
"#coquitoseason in full effect. Hopefully, this lasts us through the night. #PuertoRican…",3
"@user @ Roseville, California",3
i had the loveliest dance partner lastt nighhtt p.s. tell her how pretty she is (evenn tho she…,0
She keeps practicing. @ Koi Sushi,1
"""Who is this?""""JERRY!!!"" #seinfeld #whoisthis #Repost seinfeld.quote…",1
There will always be a special place in my heart for my promo peeps ️ few people see me at my…,0
Click the link in my boi to book your appointment #benjithebarber #barberzone #sacramento…,0
"- Yup, about sums it up... lol!!! #bakell_fun #bakell_truths #bakell_tips #bakell @user",1
This is what boredom causes when you are home alone and trying to sort beautiful daughter's…,2
Family time ️ @ MassMutual Center,0
All Star Latino comedy tonight! DM us to get on the guest list now! @ HaHa Comedy Club,0
New YouTube video up on this piercing! Check out my channel @ Calreda Tattoo,3
Nerd day #lifewithcason @ Martha &amp; Josh Morriss Mathematics &amp;…,0
Oh she real bad!,1
Dessert @ Duck Donuts,2
So Long Saloon in the park #improvisewithkids #kstategameday @user,0
This was the best Kincaid Fair ever!! I love my family @ Kansas,0
"I enjoy taking pics of puppers/doges/fluffers on a daily basis, I should start sharing them! …",0
"Why not? I am an ""angel of limitless wisdom""! Sounds about right... #solareclipse2017…",1
"Selfie @ Humbolt Park Chicago, I'll",0
"#FreestyleFriday I get around on my skateboard ~No Bad Vibes, It's Mí Hobby~ @ Greensboro,…",1
A new day to start something good have a nice civic day folks ! @ City of Windsor,0
Mother like daughter love you mum #family #vacay #nyc #dna #love #night #out #girls #takeover…,0
All my babes together!! ️ ️ ️ #love #children #momlovesu #blessed #mybabies #birthday @ South…,0
Happy birthday @user LA Loved the cotton candy and snoopdogg performance…,0
This beauty tonight is extra fine ️ #FashionFilesatLolla @ Lollapalooza,0
It's a beautiful thing when a career and a passion come together ️…,0
For years people asked me where Arthur was and looks like I finally found him @ Western…,1
"(at @user in Hamilton, ON)",3
"He was once a happy kid #cutest #whathappened #loveyou @ Kendall, Florida",1
Oh ok — I see you @user — announcing the 55th #NYFF Main Slate today...It. Is. …,1
It's my twin bday every time we together they ask us are y'all twins yup BPL happy bday bro…,2
Nothing like a little karaoke at a wedding Loll .. don’t mind me #justacoupleofbucks…,1
"Now Jayden says: I'm Ecuadorian and Colombian...! @ Weehawken,…",1
College move-in day. God loves him more than I do. #firstbornlove #soproud ️ #halfemptynest @user,0
@user Makes Everything Sound Sexy in Spanish The “Vente Pa’ Ca” singer lends his…,3
Laila getting some ProTools knowledge &amp; experience from a master engineer/producer @user,3
My current obsession @user Crystal Quartz 12 piece Brush set for$19.99They are very…,3
All aboard!! The hot mess express Jr.!! Sooo cute though! #baileybird @ Fish Hatchery Park,3
"Big Papis Chimi 1234 McArthur Road, Whitehall, PA 18052 (610)841-0667 www…",3
Do I ever want to leave this place? Neigh. #firsttimerider @user,1
The only thing I want to do is to put smiles on people’s face #entrepreneurlifestyle…,1
"Never under estimate the power of Simplicity @ Los Angeles, California",3
Great 4-1 victory for our reds. Great pic of my favs @ BMO Field,0
"@ Park Place, Melbourne, Florida",0
Recent one by Killian! See more of his work at @user .....#tuscola #tuscolail…,0
So good to see Veronica and Corky. I've known them since elementary school. #familywedding @user,2
Disneyland + fall = Loving all the decors and orange! Thanks maaacyjayjay for coming with me!…,0
"Santa gave me one of his own reindeer this year ️ @ Lexington, Kentucky",0
"Thankful for good lunch and a great friend! Love you, magsfig @ North Main Cafe",0
"The finished product. Well, other than that one leaf they didn't include, but mentioned in the…",1
"@ Plano, Texas",3
One of my favourite places in Orlando! Also the best place to get butter beer #harrypotter…,0
Its always dope to bump into one of the livest women on radio. @user,3
"#readyforlongweekendoff @ Easton, Massachusetts",2
Hotter than the weather outside. #goaztecs #sdsu @ SDSU Athletic Center,3
6 and counting @ Ohio University,3
#AgainstMe! ️ #prefest5ybor #thefest16 #prefest5 @ The Orpheum,3
"Keep Ventura in your thoughts ️ @ Ventura, California",2
Excited about the #YouthLeadershipNetwork ! #newseason #care #love #weloveourcity…,0
"God knows best @ Red Lobster - Pittsburg, CA",0
We can't hear you Pensacola!!!!It's #RallyTime #LetsGoArgos @ Children's Mercy Park,1
I am so thankful to have these wonderful friends in my life ️…,2
opiumsaturdaysatl Live Saturday Night @ Opium Atlanta,3
"""GangBanging Is DeAd II:The Official Mix-Tape"" #Click #Linkinbio #ItsLit #BLOOD…",3
Such a great start to my day! Loving Naraganset :) @ Block Island Ferry,0
Good Morning and Happy Thursday There are thing that we can have but can't keep..See the beauty…,1
"LbMulah - Flames on apple music @ East New York, Brooklyn",3
This makes me extremely happy #brewcoffeeandbeer #ritualcoffee #RitualDreamboat #Cappuccino…,1
Let me introduce you fine folks to our newest addition to our family . Milk Chocolate Pecan…,0
Old tile floor ******#travel #travellife #travelblogger #travels #travelpic #traveling…,0
When the morning comes I hope you’re still mine @ Plaza Midwood Tattoo Co.,2
Rae got her ear tag today #familyfarm #heifer #realwidairy #farm365 #westludingtondairy…,1
"Got a new set of wheels today! Couldn't be happier @ Lexington, Kentucky",1
"Loosing my minds ? Nah Never @ Paradise, Nevada",1
"Tonight #AdultRecess FREE RSVP LINK IN BIO , $5 Jameson &amp; Ciroc HH 9-11pm, &amp; Party til…",3
Nothin' like grillin' when it's 110 degrees outside! #grill #bbq…,3
[F]aces Modeling troupe presents ‘PINK FRIDAY’ in honor of breast cancer awareness month. Come…,0
Sunset last night was @ Atelier Apartments - DTLA,3
When the beat breakdown at 1:51 I get all my vibes for the day #vibes #funky #childishgambino…,1
What's your favorite #christmas cookie? I ️ gingerbread cookies!…,0
Good times with some old friends. Love you ladies ️#southside #1992…,0
The force is strong with us @ La Banque De Fleuve,3
"I made this for Shawn's nephew, Bryce's 12th birthday that's tomorrow whittled on it at Shawn's…",0
"Enjoying the #christmas #upstateny #intothewoods @ Kerhonkson, New York",0
Best birthday with the best people ️ ️ @ Knight Library,0
Church with Jia-Bella ️ @ St Thomas The Apostle School,0
@user @user Thank you,1
️ ️ ️ The epic and wonderful Sha! #epicboss #epicmentor #epicfriend #beentoolong ️ ️ ️ @user,0
Happy Birthday to the best mom a kid could ask for!! Love you!! #Khlapoukh @ True Hollywood Nails,0
Can it be 7 already? . Come join us @user Bring a friend.…,1
"Cool work by @user in Messe Basel, Switzerland at urbanekunst !! ️ ️ ️#streetart…",3
Real Talk... I saw this dude in Walmart...smh...lookin like Michael Blackston...#ijs …,1
Ya'll really know how to make a girl feel loved! ️ My heart is full tonight because I love this…,2
"Girls weekend! @ Traverse City, Michigan",0
I won the drawing! LOL! I am not sure I@have ever won anything... #5freerefills #reusablecup…,1
"Still in my glory, NKOTB was @ The Palace of Auburn Hills",0
These two are absolutely hilarious! Love them ️ @ Topgolf,1
southwestcurrency @user cward and me in the Yankees fitted .... Last night was …,3
I can't wait till the weather gets a bit cooler and I can throw these little bits into a …,1
"We can never take a good pic @ Clifton, Virginia",1
In loooveee with this dress from shopblakeandbrady that I got last year Love my twin…,0
Satisfy your thirst with our awesome happy hour #aromasdelperu #happyhour #muchneeded…,2
"Two of my favourite people @ Port Perry, Ontario",0
Happy thanksgiving!!!! Thankful for so much #happythanksgiving #eddievs #dallas @ Eddie V's…,0
#nationalredheadday madeline.weeks ️ sorry jmweeks_ you aren’t cool…,1
When your old enough to need these to see and others to read @user,0
"#Fire @ Winter Park, Florida",3
GOOD MORNING EVERYONE Well I️ guess it time To let the cat out the bag. Today will be the…,1
because I'll always have my sisters with me #MBC #sistersbychance…,1
"Early Christmas present from my thoughtful husband. ️ @ Lafayette, Indiana",0
Go Heat!!! miamiheat #HeatNation #GoHeat #MiamiHeat @ AmericanAirlines Arena,3
Nicole came back for some loving #bethany @ Connecticut,0
Summer nights ️ @ Shoreline Amphitheatre At Mountain View,0
People ️ taking pics in front of walls in LA. Odd... but true. Why not OUR wall?! Checkout the…,1
Grateful to have Kim Surber here helping do just about anything we need!!! ️We are overwhelmed…,2
Who gonna let me do this to them?.... Ladies?.. @ The…,1
"VERB &amp; B DOT @user @user @ Sacramento, California",3
"My nephew @user at it again @ Bellflower, California",0
Needed this. ️ @ TAO,1
This is my new teacher. His name is Ivan. I love him. @user,2
The right work truck is waiting for you...link in profile •••#Lowcountry #beaufort…,3
Simplify nothing like a good 70's book. #oldiebutgoodie #thriftstorefinds #meditation…,2
We were all BASICALLY looking. Special day with our family as we dedicated Luke and Emily. We…,0
MISSION 5 - #oldvsnew Early 1900’s meets 1970’s? This is a gorgeous building in #Syracuse.…,0
Loose tea choices at safehousecoffeeroasters The Pistachio Shortbread tea is too intriguing…,0
If this isn't the neatest thing #running #trail #trailrunning #nature #sun #wood…,1
Love!!! ️ ️ ️ #love #losangeles #friends #smiles #cali #missedthem #happy #reunited #besties…,0
The blonde to my brunette @ The Quarters at Rue Principale,0
Digging in my crates! Found one of my all time favorite tracks #7thavenue Feel it With You. I…,0
"Lmao mike know he stupid @ North Charleston, South…",1
new home ️ @ University of Iowa Gamma Phi Beta,3
"Wishing you &amp; your beautiful bride a lifetime of happiness Love ya,…",0
"Waiting on graduation like.. so close but so far away! At any rate —- I need warmer days,…",1
"#Swipeleft #PullUpOnUs[ThursJULY27th] #FlirtThursdays ""The Ultimate Ladies Night""…",3
"Just landed! (@ Jackson Hole Airport in Jackson, WY)",3
Baby Shower! ️ #Krishleen #harrypottertheme #sobeautiful #HarleenandKrishna #BabyShah…,0
"#TB to my dancing days @ Kemah, Texas",1
(Swipe Left) Contact us for your next event #luxury #newyork #entrepreneur #Boss #success…,0
Can't wait to test out my goodies! @ Savory Spice Shop,1
"""Lottery"" on Youtube! KME Skrilla &amp; G Taylor everyone loves this song! We are getting…",1
"@user 'a Birthday morning ride!! Happy Birthday, babe! I love you!! @ Barracks, Virginia",0
Thank you mereviolas for this pic dorothydandridge @user @user,2
#texasrangers #game ... #Bound Its #super #hot #powerade #water a must…,3
"Unbelievable (@ Fremont Street Experience - @user in Las Vegas, NV)",3
This sign cracked me up yesterday #coldasswater #latergram @ NY Chinatown at Canal Street,3
In the booth with #CedricGervais at Electric #Mackapoolooza and it's @ Fontainebleau Miami…,3
A bootlegger to take me home ️ @ Honest Coffee Roasters - Huntsville,1
"#tbt We are family ️ İpek &amp; Craig’s court wedding in San Diego. @ San Diego, California",0
change always sound like a good idea #liketkit liketoknow.it #lobhaircut…,1
@ AT&amp;T Center,3
Wow do we feel the Love ️! Thank you Gabriella for this beautiful arrangement! #grateful…,2
#renegadecain #firerighthere #youdontknowyoubetterasksomebody #getonthislevel @ My Cozy Hidden…,0
Can't believe I've been vegetarian for a year along with no coffee or alcohol #vegetarian…,1
In case you missed it.... #WestCoast #Rap gabrielfernandez___ @ Capitol Records,3
️ @ Empire State Building,3
"Back on track. ️ @ Ontario, California",3
"My baby, he thinks he’s so big lol #cute #puppy @ Selmer, Tennessee",1
Overjoyed of happiness to this sweet little puppy ️ @ Operation…,0
Diner with friends ️ at Venice in LA…,0
"Out tonight at Bareback supporting Cory Green. If you're in the area, come hang out! @user",3
alpha delta pi has given me so much within a short period of time …,1
"Yes! Those are for me! Thanks mom ️#momsgarden @ Lawrence, Kansas",2
Color blocked love @ Artists &amp; Fleas,0
"Luckiest rescued mom ever ️ So glad this pony loves me! @ Town of Parker, Colorado",2
"I’m in love with my hair and make up today. @ San Antonio, Texas",0
"He loves his Pa! ️ @ Durant, Oklahoma",2
Florida was turnt Saturday thanks to pierrefymob Had a good road trip with the bro @user,0
"Happy Sunday y’all!! #sundaymood @ Olive Branch, Mississippi",0
Disney and Nickelodeon crossover ••#style #men #menstyle #menfashion #fashion #instadaily…,3
Beacon 1-0 #fam #wpuclubfair @user @ William Paterson…,3
Love my sister brimarie4993 @ Rehoboth Crossings,0
"Welcome Hayden Karis! She's gorgeous, and at 21 inches 8lbs and 13.5oz, shes also very healthy …",0
"@ Ocean City, New Jersey",3
It's all downhill from here #vegasbaby #haberlandbellwedding #thevenetian #family @ The…,0
"So, I went to the dentist today... #dentist #smile @ Dr. Beth Heckman DDS, LLC",1
Loving the new patch @user thank you @ Universal's Cabana Bay Beach Resort,0
"Late but cute Headed to my job's event @ Boston, Massachusetts",0
I have a HUSBAND @ Morris Inn at the University of Notre Dame,0
Christmas treats for myself #Malbec and #padroncigar #Wine #padroncigars #cigar #Cigars @user,0
"Summer Lovin' @ Eugene, Oregon",0
New @user at #broadripple #Team20Past4 #710 #lit #batesworm @ 20 Past 4 and More,3
Damn this whole album,1
i love you so much ️ @ Disney's Hollywood Studios,2
#Friyay!!!Missing this girly poopcafe_toronto ........#sweetdate #poopcafe #sweet…,2
Lunch with 2 gentlemen ️ @ Gene &amp; Georgetti Chicago,0
Celebrating a very special day #Bethel #CT @ Cream &amp; Sugar Cafe,0
Check this out!!!! . #love #followback #instagramers #socialenvy #tweegram #photooftheday…,1
So happy and #grateful to be in #LA right now!! Thank you to my bestie #sunshine #runyoncanyon…,0
Hope everyone has a safe and exciting evening with your loved ones ️ #Cheers to the New Years!…,0
Feeling some type of way remembering this day ️ Love you guyssss @ Malibu Wine Safaris,0
Love my Fam 2017 @ Stone Creek Lodge,0
"Street fighter, tacos and truffle fries. Maddd #albuquerque…",0
spent the night with FGL @ MIDFLORIDA Credit Union Amphitheatre,3
We put the girl in charge of the fire tonight and she's very proud of her work #campfire…,4
Not a picture of the eclipse @ Balboa Park,0
"This girls @ Times Square, New York City",0
Safe to say there is no shortage off headgear around #PatriotMultisport these days @ Patriot…,3
